t_s,count,theta_rad,x_m
0.0000,-1,-0.002618,-0.000033
0.0020,-1,-0.002618,-0.000033
0.0050,-1,-0.002618,-0.000033
0.0080,-1,-0.002618,-0.000033
0.0100,-1,-0.002618,-0.000033
0.0130,-1,-0.002618,-0.000033
0.0150,-1,-0.002618,-0.000033
0.0180,-1,-0.002618,-0.000033
0.0200,-1,-0.002618,-0.000033
0.0220,-1,-0.002618,-0.000033
0.0250,-1,-0.002618,-0.000033
0.0270,-1,-0.002618,-0.000033
0.0290,-1,-0.002618,-0.000033
0.0320,-1,-0.002618,-0.000033
0.0340,-1,-0.002618,-0.000033
0.0370,-1,-0.002618,-0.000033
0.0390,-1,-0.002618,-0.000033
0.0420,-1,-0.002618,-0.000033
0.0440,-2,-0.005236,-0.000065
0.0470,-2,-0.005236,-0.000065
0.0500,-2,-0.005236,-0.000065
0.0530,-2,-0.005236,-0.000065
0.0560,-2,-0.005236,-0.000065
0.0580,-2,-0.005236,-0.000065
0.0610,-2,-0.005236,-0.000065
0.0630,-2,-0.005236,-0.000065
0.0660,-2,-0.005236,-0.000065
0.0680,-2,-0.005236,-0.000065
0.0710,-2,-0.005236,-0.000065
0.0740,-2,-0.005236,-0.000065
0.0760,-2,-0.005236,-0.000065
0.0790,-2,-0.005236,-0.000065
0.0810,-2,-0.005236,-0.000065
0.0840,-2,-0.005236,-0.000065
0.0870,-2,-0.005236,-0.000065
0.0890,-2,-0.005236,-0.000065
0.0930,-2,-0.005236,-0.000065
0.0950,-2,-0.005236,-0.000065
0.0980,-2,-0.005236,-0.000065
0.1000,-2,-0.005236,-0.000065
0.1030,-2,-0.005236,-0.000065
0.1060,-2,-0.005236,-0.000065
0.1080,-2,-0.005236,-0.000065
0.1110,-2,-0.005236,-0.000065
0.1130,-2,-0.005236,-0.000065
0.1160,-2,-0.005236,-0.000065
0.1180,-2,-0.005236,-0.000065
0.1210,-2,-0.005236,-0.000065
0.1240,-2,-0.005236,-0.000065
0.1260,-2,-0.005236,-0.000065
0.1290,-2,-0.005236,-0.000065
0.1310,-2,-0.005236,-0.000065
0.1350,-2,-0.005236,-0.000065
0.1370,-2,-0.005236,-0.000065
0.1400,-2,-0.005236,-0.000065
0.1430,-2,-0.005236,-0.000065
0.1450,-2,-0.005236,-0.000065
0.1480,-2,-0.005236,-0.000065
0.1500,-2,-0.005236,-0.000065
0.1530,-2,-0.005236,-0.000065
0.1550,-2,-0.005236,-0.000065
0.1580,-2,-0.005236,-0.000065
0.1610,-2,-0.005236,-0.000065
0.1630,-2,-0.005236,-0.000065
0.1660,-2,-0.005236,-0.000065
0.1680,-2,-0.005236,-0.000065
0.1710,-2,-0.005236,-0.000065
0.1730,-2,-0.005236,-0.000065
0.1770,-2,-0.005236,-0.000065
0.1800,-2,-0.005236,-0.000065
0.1820,-2,-0.005236,-0.000065
0.1850,-2,-0.005236,-0.000065
0.1870,-2,-0.005236,-0.000065
0.1900,-2,-0.005236,-0.000065
0.1920,-2,-0.005236,-0.000065
0.1950,-2,-0.005236,-0.000065
0.1980,-2,-0.005236,-0.000065
0.2000,-2,-0.005236,-0.000065
0.2030,-2,-0.005236,-0.000065
0.2050,-2,-0.005236,-0.000065
0.2080,-2,-0.005236,-0.000065
0.2100,-3,-0.007854,-0.000098
0.2130,-3,-0.007854,-0.000098
0.2160,-3,-0.007854,-0.000098
0.2180,-3,-0.007854,-0.000098
0.2220,-3,-0.007854,-0.000098
0.2240,-3,-0.007854,-0.000098
0.2270,-3,-0.007854,-0.000098
0.2290,-3,-0.007854,-0.000098
0.2320,-3,-0.007854,-0.000098
0.2350,-3,-0.007854,-0.000098
0.2370,-3,-0.007854,-0.000098
0.2400,-3,-0.007854,-0.000098
0.2420,-3,-0.007854,-0.000098
0.2450,-3,-0.007854,-0.000098
0.2470,-3,-0.007854,-0.000098
0.2500,-3,-0.007854,-0.000098
0.2530,-3,-0.007854,-0.000098
0.2550,-3,-0.007854,-0.000098
0.2580,-3,-0.007854,-0.000098
0.2600,-3,-0.007854,-0.000098
0.2640,-3,-0.007854,-0.000098
