t_s,count,theta_rad,x_m
0.0000,-16,-0.041888,-0.000524
0.0020,-16,-0.041888,-0.000524
0.0050,-16,-0.041888,-0.000524
0.0080,-16,-0.041888,-0.000524
0.0110,-16,-0.041888,-0.000524
0.0130,-16,-0.041888,-0.000524
0.0150,-17,-0.044506,-0.000556
0.0180,-17,-0.044506,-0.000556
0.0200,-17,-0.044506,-0.000556
0.0230,-17,-0.044506,-0.000556
0.0250,-17,-0.044506,-0.000556
0.0280,-17,-0.044506,-0.000556
0.0300,-17,-0.044506,-0.000556
0.0330,-17,-0.044506,-0.000556
0.0350,-17,-0.044506,-0.000556
0.0380,-17,-0.044506,-0.000556
0.0410,-17,-0.044506,-0.000556
0.0430,-17,-0.044506,-0.000556
0.0460,-17,-0.044506,-0.000556
0.0490,-17,-0.044506,-0.000556
0.0520,-17,-0.044506,-0.000556
0.0550,-17,-0.044506,-0.000556
0.0570,-17,-0.044506,-0.000556
0.0600,-17,-0.044506,-0.000556
0.0630,-17,-0.044506,-0.000556
0.0650,-17,-0.044506,-0.000556
0.0680,-17,-0.044506,-0.000556
0.0710,-16,-0.041888,-0.000524
0.0730,-16,-0.041888,-0.000524
0.0760,-16,-0.041888,-0.000524
0.0790,-16,-0.041888,-0.000524
0.0810,-16,-0.041888,-0.000524
0.0840,-16,-0.041888,-0.000524
0.0870,-16,-0.041888,-0.000524
0.0890,-16,-0.041888,-0.000524
0.0930,-16,-0.041888,-0.000524
0.0960,-16,-0.041888,-0.000524
0.0980,-16,-0.041888,-0.000524
0.1010,-16,-0.041888,-0.000524
0.1040,-16,-0.041888,-0.000524
0.1060,-16,-0.041888,-0.000524
0.1090,-16,-0.041888,-0.000524
0.1120,-16,-0.041888,-0.000524
0.1140,-16,-0.041888,-0.000524
0.1170,-16,-0.041888,-0.000524
0.1200,-16,-0.041888,-0.000524
0.1220,-16,-0.041888,-0.000524
0.1250,-17,-0.044506,-0.000556
0.1280,-17,-0.044506,-0.000556
0.1300,-17,-0.044506,-0.000556
0.1330,-17,-0.044506,-0.000556
0.1360,-17,-0.044506,-0.000556
0.1390,-17,-0.044506,-0.000556
0.1420,-17,-0.044506,-0.000556
0.1440,-17,-0.044506,-0.000556
0.1470,-17,-0.044506,-0.000556
0.1500,-17,-0.044506,-0.000556
0.1520,-17,-0.044506,-0.000556
0.1550,-17,-0.044506,-0.000556
0.1580,-17,-0.044506,-0.000556
0.1600,-17,-0.044506,-0.000556
0.1630,-17,-0.044506,-0.000556
0.1660,-17,-0.044506,-0.000556
0.1680,-17,-0.044506,-0.000556
0.1710,-17,-0.044506,-0.000556
0.1740,-17,-0.044506,-0.000556
0.1770,-17,-0.044506,-0.000556
0.1800,-17,-0.044506,-0.000556
0.1830,-17,-0.044506,-0.000556
0.1850,-17,-0.044506,-0.000556
0.1880,-17,-0.044506,-0.000556
0.1910,-17,-0.044506,-0.000556
0.1930,-17,-0.044506,-0.000556
0.1960,-17,-0.044506,-0.000556
0.1990,-17,-0.044506,-0.000556
0.2010,-17,-0.044506,-0.000556
0.2040,-17,-0.044506,-0.000556
0.2070,-17,-0.044506,-0.000556
0.2090,-17,-0.044506,-0.000556
0.2120,-17,-0.044506,-0.000556
0.2150,-17,-0.044506,-0.000556
0.2170,-17,-0.044506,-0.000556
0.2210,-17,-0.044506,-0.000556
0.2230,-17,-0.044506,-0.000556
0.2260,-17,-0.044506,-0.000556
0.2290,-17,-0.044506,-0.000556
0.2310,-17,-0.044506,-0.000556
0.2340,-17,-0.044506,-0.000556
0.2370,-17,-0.044506,-0.000556
0.2390,-17,-0.044506,-0.000556
0.2420,-17,-0.044506,-0.000556
0.2450,-17,-0.044506,-0.000556
0.2470,-17,-0.044506,-0.000556
0.2500,-17,-0.044506,-0.000556
0.2530,-17,-0.044506,-0.000556
0.2550,-17,-0.044506,-0.000556
0.2580,-17,-0.044506,-0.000556
0.2610,-17,-0.044506,-0.000556
0.2640,-17,-0.044506,-0.000556
0.2670,-18,-0.047124,-0.000589
0.2700,-18,-0.047124,-0.000589
0.2720,-18,-0.047124,-0.000589
0.2750,-18,-0.047124,-0.000589
0.2780,-18,-0.047124,-0.000589
0.2800,-18,-0.047124,-0.000589
0.2830,-18,-0.047124,-0.000589
0.2860,-18,-0.047124,-0.000589
0.2880,-18,-0.047124,-0.000589
0.2910,-18,-0.047124,-0.000589
0.2940,-18,-0.047124,-0.000589
0.2960,-18,-0.047124,-0.000589
0.2990,-18,-0.047124,-0.000589
0.3020,-18,-0.047124,-0.000589
0.3050,-18,-0.047124,-0.000589
0.3080,-18,-0.047124,-0.000589
0.3100,-18,-0.047124,-0.000589
0.3130,-18,-0.047124,-0.000589
0.3160,-18,-0.047124,-0.000589
0.3180,-18,-0.047124,-0.000589
0.3210,-18,-0.047124,-0.000589
0.3240,-18,-0.047124,-0.000589
0.3260,-18,-0.047124,-0.000589
0.3290,-18,-0.047124,-0.000589
0.3320,-18,-0.047124,-0.000589
0.3340,-18,-0.047124,-0.000589
0.3370,-18,-0.047124,-0.000589
0.3400,-18,-0.047124,-0.000589
0.3420,-18,-0.047124,-0.000589
0.3450,-18,-0.047124,-0.000589
0.3490,-18,-0.047124,-0.000589
0.3510,-18,-0.047124,-0.000589
0.3540,-18,-0.047124,-0.000589
0.3570,-18,-0.047124,-0.000589
0.3590,-18,-0.047124,-0.000589
0.3620,-18,-0.047124,-0.000589
0.3650,-18,-0.047124,-0.000589
0.3670,-18,-0.047124,-0.000589
0.3700,-18,-0.047124,-0.000589
0.3730,-18,-0.047124,-0.000589
0.3750,-18,-0.047124,-0.000589
0.3780,-18,-0.047124,-0.000589
0.3810,-18,-0.047124,-0.000589
0.3830,-18,-0.047124,-0.000589
0.3860,-18,-0.047124,-0.000589
0.3890,-18,-0.047124,-0.000589
0.3920,-18,-0.047124,-0.000589
0.3950,-18,-0.047124,-0.000589
0.3970,-18,-0.047124,-0.000589
0.4000,-18,-0.047124,-0.000589
0.4030,-18,-0.047124,-0.000589
0.4050,-18,-0.047124,-0.000589
0.4080,-18,-0.047124,-0.000589
0.4110,-19,-0.049742,-0.000622
0.4130,-19,-0.049742,-0.000622
0.4160,-19,-0.049742,-0.000622
0.4190,-19,-0.049742,-0.000622
0.4210,-19,-0.049742,-0.000622
0.4240,-19,-0.049742,-0.000622
0.4270,-19,-0.049742,-0.000622
0.4290,-19,-0.049742,-0.000622
0.4330,-19,-0.049742,-0.000622
0.4360,-19,-0.049742,-0.000622
0.4380,-19,-0.049742,-0.000622
0.4410,-19,-0.049742,-0.000622
0.4440,-19,-0.049742,-0.000622
0.4460,-19,-0.049742,-0.000622
0.4490,-19,-0.049742,-0.000622
0.4520,-19,-0.049742,-0.000622
0.4540,-19,-0.049742,-0.000622
0.4570,-19,-0.049742,-0.000622
0.4600,-19,-0.049742,-0.000622
0.4620,-19,-0.049742,-0.000622
0.4650,-19,-0.049742,-0.000622
0.4680,-19,-0.049742,-0.000622
0.4700,-19,-0.049742,-0.000622
0.4730,-19,-0.049742,-0.000622
0.4770,-19,-0.049742,-0.000622
0.4790,-19,-0.049742,-0.000622
0.4820,-19,-0.049742,-0.000622
0.4840,-19,-0.049742,-0.000622
0.4870,-19,-0.049742,-0.000622
0.4900,-19,-0.049742,-0.000622
0.4920,-19,-0.049742,-0.000622
0.4950,-19,-0.049742,-0.000622
0.4980,-19,-0.049742,-0.000622
0.5000,-19,-0.049742,-0.000622
0.5030,-19,-0.049742,-0.000622
0.5060,-19,-0.049742,-0.000622
0.5080,-19,-0.049742,-0.000622
0.5110,-19,-0.049742,-0.000622
0.5140,-19,-0.049742,-0.000622
0.5160,-19,-0.049742,-0.000622
0.5200,-19,-0.049742,-0.000622
0.5230,-19,-0.049742,-0.000622
0.5250,-19,-0.049742,-0.000622
0.5280,-19,-0.049742,-0.000622
0.5310,-19,-0.049742,-0.000622
0.5330,-19,-0.049742,-0.000622
0.5360,-19,-0.049742,-0.000622
0.5390,-19,-0.049742,-0.000622
0.5410,-19,-0.049742,-0.000622
0.5440,-19,-0.049742,-0.000622
0.5470,-19,-0.049742,-0.000622
0.5490,-19,-0.049742,-0.000622
0.5520,-19,-0.049742,-0.000622
0.5550,-19,-0.049742,-0.000622
0.5570,-19,-0.049742,-0.000622
0.5610,-19,-0.049742,-0.000622
0.5640,-19,-0.049742,-0.000622
