file_id,time,waiting_time,magnitude
1,0.0,,0.0003930000000000001
1,1.37,1.3200000000000003,0.0
1,1.8500000000000005,0.2400000000000002,0.003436
1,7.999999999999999,6.029999999999999,0.015282999999999998
1,22.39,13.600000000000001,0.014659999999999996
1,38.36,15.690000000000001,0.002813999999999997
1,39.07,0.21000000000000085,0.020191000000000008
1,43.56,4.0,0.0014070000000000055
1,44.78,1.0799999999999983,0.019797999999999996
1,45.39,0.28999999999999915,0.003272999999999998
1,48.69,3.259999999999998,0.0
1,54.1,5.149999999999999,0.01207599999999999
1,54.4,0.1700000000000017,0.0
1,56.24,1.7899999999999991,0.0003599999999999992
1,59.46,3.1400000000000006,0.008476000000000011
1,61.52,1.730000000000004,0.015052999999999983
1,145.19,83.43999999999998,0.0008179999999999854
1,148.48,3.0800000000000125,0.009458000000000022
1,157.73999999999998,8.730000000000018,0.012009999999999993
1,165.20999999999998,7.239999999999981,0.00016399999999999748
1,199.89,34.31,0.005268999999999996
1,203.14,3.030000000000001,0.005398999999999987
1,203.701,0.2609999999999957,0.0
1,206.6,2.899000000000001,9.800000000001474e-05
1,206.82999999999998,0.14000000000001478,0.007984999999999992
1,210.51999999999998,1.7199999999999989,0.06960600000000003
1,247.82999999999998,36.54999999999998,0.006512000000000018
1,249.21999999999997,1.2500000000000284,0.0007850000000000357
1,252.36,3.0500000000000114,0.0019959999999999978
1,252.64,0.21999999999997044,0.0
1,255.70999999999998,2.9399999999999977,0.013711999999999946
1,256.17,0.13999999999998636,0.008083000000000007
1,256.96,0.6299999999999955,0.0032400000000000206
1,257.21999999999997,0.14999999999997726,0.0
1,261.57,4.350000000000023,9.799999999998699e-05
1,262.02,0.4399999999999977,0.00019599999999997397
1,271.65999999999997,9.57000000000005,0.0009500000000000064
1,318.06,46.20999999999998,0.015248999999999957
1,319.99,1.7099999999999795,0.0017670000000000186
1,320.8,0.30000000000001137,0.01613300000000001
1,324.99,3.9499999999999886,0.013907999999999976
1,329.25,3.740000000000009,0.0006220000000000114
1,332.37,2.7700000000000387,0.01112599999999997
1,333.89,1.1000000000000227,0.008148000000000044
1,334.58,0.29000000000002046,0.02015800000000001
1,335.05,0.13999999999998636,0.00035999999999997145
1,335.21,0.14999999999997726,0.0
1,335.53,0.160000000000025,0.0012429999999999941
1,336.46999999999997,0.8700000000000045,0.00019700000000000273
1,336.99,0.5200000000000387,9.799999999998699e-05
1,339.21,2.2099999999999795,0.0003270000000000217
1,339.49,0.2400000000000091,0.0
1,343.03,3.1899999999999977,0.012828000000000006
1,352.01,8.759999999999991,9.799999999998699e-05
1,361.03,8.900000000000034,0.004155999999999993
1,593.03,231.93,0.0013090000000000046
1,611.61,18.530000000000086,0.0014729999999999466
1,611.98,0.18000000000006366,9.799999999993148e-05
1,615.09,2.919999999999959,0.0031410000000000604
1,616.28,1.1100000000000136,0.0
1,616.79,0.2899999999999636,0.02081300000000008
1,617.56,0.36000000000001364,0.003894000000000064
1,624.38,6.529999999999973,0.005464999999999942
1,653.56,28.710000000000036,0.004058000000000006
1,666.59,12.629999999999995,0.014170000000000016
1,666.78,0.13999999999998636,9.799999999993148e-05
1,667.8199999999999,0.9900000000000091,0.003009999999999957
1,678.47,10.549999999999955,0.0016039999999999388
2,0.0,,0.0023230000000000004
2,2.8499999999999996,2.49,0.0064139999999999996
2,25.6,22.14,0.024805000000000004
2,26.21,0.5200000000000031,0.00029499999999999665
2,33.76,7.450000000000003,0.006545000000000002
2,34.68,0.47000000000000597,0.003927
2,38.230000000000004,2.969999999999999,0.0061189999999999994
2,46.6,7.600000000000001,0.04277199999999999
2,47.62,0.6899999999999977,0.0025519999999999987
2,60.11,12.270000000000003,0.009653999999999996
2,64.94,4.590000000000003,0.0006869999999999932
2,66.18,1.0499999999999972,0.00516999999999998
2,75.14,8.829999999999998,0.0006539999999999879
2,75.91,0.7099999999999937,0.0006879999999999942
2,80.08,3.7299999999999898,0.006380999999999998
2,80.49,0.35999999999999943,0.0006869999999999932
2,80.88,0.3299999999999983,0.00016399999999999748
2,97.13,14.079999999999998,0.09032099999999998
2,102.03,4.480000000000004,0.0012429999999999941
2,103.06,0.7600000000000051,0.040415000000000034
2,110.47,6.069999999999993,0.0
2,115.6,5.1299999999999955,0.0
2,116.02,0.37000000000000455,0.007036000000000042
2,116.6,0.20000000000000284,0.0011450000000000071
2,120.36000000000001,3.249999999999986,0.020157999999999954
2,129.13,8.080000000000013,0.07366400000000001
2,133.1,3.3000000000000114,0.0014399999999999968
2,140.75,7.509999999999991,0.00039200000000000346
2,152.91,11.969999999999999,0.012500999999999984
2,155.86,2.1499999999999773,0.009556000000000009
2,156.92,0.5600000000000023,0.017639000000000016
2,157.34,0.13999999999998636,0.0010470000000000201
2,160.79,3.3899999999999864,0.0
2,161.0,0.14000000000001478,0.0066110000000000335
2,161.31,0.14000000000001478,0.0
2,165.72,4.400000000000006,0.00045799999999995844
2,168.2,2.4099999999999966,0.0002949999999999342
2,169.95,1.6899999999999977,0.0007519999999999749
