t_s,count,theta_rad,x_m
0.0000,-10,-0.026180,-0.000327
0.0020,-11,-0.028798,-0.000360
0.0050,-11,-0.028798,-0.000360
0.0080,-11,-0.028798,-0.000360
0.0110,-11,-0.028798,-0.000360
0.0130,-11,-0.028798,-0.000360
0.0150,-11,-0.028798,-0.000360
0.0180,-11,-0.028798,-0.000360
0.0200,-11,-0.028798,-0.000360
0.0230,-11,-0.028798,-0.000360
0.0250,-11,-0.028798,-0.000360
0.0280,-11,-0.028798,-0.000360
0.0300,-11,-0.028798,-0.000360
0.0330,-11,-0.028798,-0.000360
0.0350,-11,-0.028798,-0.000360
0.0380,-11,-0.028798,-0.000360
0.0410,-10,-0.026180,-0.000327
0.0430,-10,-0.026180,-0.000327
0.0460,-10,-0.026180,-0.000327
0.0490,-10,-0.026180,-0.000327
0.0520,-10,-0.026180,-0.000327
0.0550,-10,-0.026180,-0.000327
0.0570,-10,-0.026180,-0.000327
0.0600,-10,-0.026180,-0.000327
0.0630,-10,-0.026180,-0.000327
0.0650,-10,-0.026180,-0.000327
0.0680,-10,-0.026180,-0.000327
0.0710,-10,-0.026180,-0.000327
0.0730,-10,-0.026180,-0.000327
0.0760,-10,-0.026180,-0.000327
0.0790,-10,-0.026180,-0.000327
0.0810,-10,-0.026180,-0.000327
0.0840,-10,-0.026180,-0.000327
0.0870,-10,-0.026180,-0.000327
0.0890,-10,-0.026180,-0.000327
0.0930,-10,-0.026180,-0.000327
0.0960,-10,-0.026180,-0.000327
0.0980,-10,-0.026180,-0.000327
0.1010,-10,-0.026180,-0.000327
0.1040,-10,-0.026180,-0.000327
0.1060,-10,-0.026180,-0.000327
0.1090,-10,-0.026180,-0.000327
0.1120,-11,-0.028798,-0.000360
0.1140,-11,-0.028798,-0.000360
0.1170,-11,-0.028798,-0.000360
0.1200,-11,-0.028798,-0.000360
0.1220,-11,-0.028798,-0.000360
0.1250,-11,-0.028798,-0.000360
0.1280,-11,-0.028798,-0.000360
0.1300,-11,-0.028798,-0.000360
0.1330,-11,-0.028798,-0.000360
0.1360,-11,-0.028798,-0.000360
0.1390,-11,-0.028798,-0.000360
0.1420,-12,-0.031416,-0.000393
0.1440,-12,-0.031416,-0.000393
0.1470,-12,-0.031416,-0.000393
0.1500,-12,-0.031416,-0.000393
0.1520,-12,-0.031416,-0.000393
0.1550,-12,-0.031416,-0.000393
0.1580,-12,-0.031416,-0.000393
0.1600,-12,-0.031416,-0.000393
0.1630,-12,-0.031416,-0.000393
0.1660,-12,-0.031416,-0.000393
0.1680,-12,-0.031416,-0.000393
0.1710,-12,-0.031416,-0.000393
0.1740,-12,-0.031416,-0.000393
0.1770,-12,-0.031416,-0.000393
0.1800,-12,-0.031416,-0.000393
0.1830,-12,-0.031416,-0.000393
0.1850,-12,-0.031416,-0.000393
0.1880,-12,-0.031416,-0.000393
0.1910,-12,-0.031416,-0.000393
0.1930,-12,-0.031416,-0.000393
0.1960,-11,-0.028798,-0.000360
0.1990,-11,-0.028798,-0.000360
0.2010,-11,-0.028798,-0.000360
0.2040,-11,-0.028798,-0.000360
0.2070,-11,-0.028798,-0.000360
0.2090,-11,-0.028798,-0.000360
0.2120,-11,-0.028798,-0.000360
