t_s,count,theta_rad,x_m
0.0000,-19,-0.049742,-0.000622
0.0020,-19,-0.049742,-0.000622
0.0050,-19,-0.049742,-0.000622
0.0080,-19,-0.049742,-0.000622
0.0110,-19,-0.049742,-0.000622
0.0130,-19,-0.049742,-0.000622
0.0150,-19,-0.049742,-0.000622
0.0180,-19,-0.049742,-0.000622
0.0200,-19,-0.049742,-0.000622
0.0230,-19,-0.049742,-0.000622
0.0250,-19,-0.049742,-0.000622
0.0280,-19,-0.049742,-0.000622
0.0300,-19,-0.049742,-0.000622
0.0330,-19,-0.049742,-0.000622
0.0350,-19,-0.049742,-0.000622
0.0380,-19,-0.049742,-0.000622
0.0410,-19,-0.049742,-0.000622
0.0430,-19,-0.049742,-0.000622
0.0460,-19,-0.049742,-0.000622
0.0490,-19,-0.049742,-0.000622
0.0520,-19,-0.049742,-0.000622
0.0550,-19,-0.049742,-0.000622
0.0570,-19,-0.049742,-0.000622
0.0600,-19,-0.049742,-0.000622
0.0630,-19,-0.049742,-0.000622
0.0650,-19,-0.049742,-0.000622
0.0680,-19,-0.049742,-0.000622
0.0710,-19,-0.049742,-0.000622
0.0730,-19,-0.049742,-0.000622
0.0760,-19,-0.049742,-0.000622
0.0790,-19,-0.049742,-0.000622
0.0810,-19,-0.049742,-0.000622
0.0840,-20,-0.052360,-0.000654
0.0870,-20,-0.052360,-0.000654
0.0890,-20,-0.052360,-0.000654
0.0930,-20,-0.052360,-0.000654
0.0960,-20,-0.052360,-0.000654
0.0980,-20,-0.052360,-0.000654
0.1010,-20,-0.052360,-0.000654
0.1040,-20,-0.052360,-0.000654
0.1060,-20,-0.052360,-0.000654
0.1090,-20,-0.052360,-0.000654
0.1120,-20,-0.052360,-0.000654
0.1140,-20,-0.052360,-0.000654
0.1170,-20,-0.052360,-0.000654
0.1200,-20,-0.052360,-0.000654
0.1220,-20,-0.052360,-0.000654
0.1250,-20,-0.052360,-0.000654
0.1280,-20,-0.052360,-0.000654
0.1300,-20,-0.052360,-0.000654
0.1330,-20,-0.052360,-0.000654
0.1360,-20,-0.052360,-0.000654
0.1390,-20,-0.052360,-0.000654
0.1420,-20,-0.052360,-0.000654
