t_s,count,theta_rad,x_m
0.0000,-1,-0.002618,-0.000033
0.0020,-1,-0.002618,-0.000033
0.0050,-1,-0.002618,-0.000033
0.0080,-1,-0.002618,-0.000033
0.0100,-1,-0.002618,-0.000033
0.0130,-1,-0.002618,-0.000033
0.0150,-1,-0.002618,-0.000033
0.0180,-1,-0.002618,-0.000033
0.0200,-1,-0.002618,-0.000033
0.0220,-1,-0.002618,-0.000033
0.0250,-1,-0.002618,-0.000033
0.0270,-1,-0.002618,-0.000033
0.0290,-1,-0.002618,-0.000033
0.0320,-1,-0.002618,-0.000033
0.0340,-1,-0.002618,-0.000033
0.0370,-1,-0.002618,-0.000033
0.0390,-1,-0.002618,-0.000033
0.0420,-1,-0.002618,-0.000033
0.0440,-1,-0.002618,-0.000033
0.0470,-1,-0.002618,-0.000033
0.0500,-1,-0.002618,-0.000033
0.0530,-1,-0.002618,-0.000033
0.0560,-1,-0.002618,-0.000033
0.0580,-1,-0.002618,-0.000033
0.0610,-1,-0.002618,-0.000033
0.0630,-1,-0.002618,-0.000033
0.0660,-1,-0.002618,-0.000033
0.0680,-1,-0.002618,-0.000033
0.0710,-1,-0.002618,-0.000033
0.0740,-1,-0.002618,-0.000033
0.0760,-1,-0.002618,-0.000033
0.0790,-1,-0.002618,-0.000033
0.0810,-1,-0.002618,-0.000033
0.0840,-1,-0.002618,-0.000033
0.0870,-1,-0.002618,-0.000033
0.0890,-1,-0.002618,-0.000033
0.0930,-1,-0.002618,-0.000033
0.0950,-1,-0.002618,-0.000033
0.0980,-1,-0.002618,-0.000033
0.1000,-1,-0.002618,-0.000033
0.1030,-1,-0.002618,-0.000033
0.1060,-1,-0.002618,-0.000033
0.1080,-1,-0.002618,-0.000033
0.1110,-1,-0.002618,-0.000033
0.1130,-1,-0.002618,-0.000033
0.1160,-1,-0.002618,-0.000033
0.1180,-1,-0.002618,-0.000033
0.1210,-1,-0.002618,-0.000033
0.1240,-1,-0.002618,-0.000033
0.1260,-1,-0.002618,-0.000033
0.1290,-1,-0.002618,-0.000033
0.1310,-1,-0.002618,-0.000033
0.1350,-1,-0.002618,-0.000033
0.1370,-1,-0.002618,-0.000033
0.1400,-1,-0.002618,-0.000033
0.1430,-1,-0.002618,-0.000033
0.1450,-1,-0.002618,-0.000033
0.1480,-1,-0.002618,-0.000033
0.1500,-1,-0.002618,-0.000033
0.1530,-1,-0.002618,-0.000033
0.1550,-1,-0.002618,-0.000033
0.1580,-1,-0.002618,-0.000033
0.1610,-1,-0.002618,-0.000033
0.1630,-1,-0.002618,-0.000033
0.1660,-1,-0.002618,-0.000033
0.1680,-1,-0.002618,-0.000033
0.1710,-1,-0.002618,-0.000033
0.1730,-1,-0.002618,-0.000033
0.1770,-1,-0.002618,-0.000033
0.1800,-1,-0.002618,-0.000033
0.1820,-1,-0.002618,-0.000033
0.1850,-1,-0.002618,-0.000033
0.1870,-1,-0.002618,-0.000033
0.1900,-1,-0.002618,-0.000033
0.1920,-1,-0.002618,-0.000033
0.1950,-1,-0.002618,-0.000033
0.1980,-1,-0.002618,-0.000033
0.2000,-1,-0.002618,-0.000033
0.2030,-1,-0.002618,-0.000033
0.2050,-1,-0.002618,-0.000033
0.2080,-1,-0.002618,-0.000033
0.2100,-2,-0.005236,-0.000065
0.2130,-2,-0.005236,-0.000065
0.2160,-2,-0.005236,-0.000065
0.2180,-2,-0.005236,-0.000065
0.2220,-2,-0.005236,-0.000065
0.2240,-2,-0.005236,-0.000065
0.2270,-2,-0.005236,-0.000065
0.2290,-2,-0.005236,-0.000065
0.2320,-2,-0.005236,-0.000065
0.2350,-2,-0.005236,-0.000065
0.2370,-2,-0.005236,-0.000065
0.2400,-2,-0.005236,-0.000065
0.2420,-2,-0.005236,-0.000065
0.2450,-2,-0.005236,-0.000065
0.2470,-2,-0.005236,-0.000065
0.2500,-1,-0.002618,-0.000033
0.2530,-1,-0.002618,-0.000033
0.2550,-1,-0.002618,-0.000033
0.2580,-1,-0.002618,-0.000033
0.2600,-1,-0.002618,-0.000033
0.2640,-1,-0.002618,-0.000033
