t_s,count,theta_rad,x_m
0.0000,2,0.005236,0.000065
0.0020,2,0.005236,0.000065
0.0050,2,0.005236,0.000065
0.0080,2,0.005236,0.000065
0.0100,2,0.005236,0.000065
0.0130,2,0.005236,0.000065
0.0150,2,0.005236,0.000065
0.0170,2,0.005236,0.000065
0.0200,2,0.005236,0.000065
0.0220,2,0.005236,0.000065
0.0240,2,0.005236,0.000065
0.0270,2,0.005236,0.000065
0.0290,2,0.005236,0.000065
0.0320,2,0.005236,0.000065
0.0340,2,0.005236,0.000065
0.0360,2,0.005236,0.000065
0.0390,2,0.005236,0.000065
0.0410,2,0.005236,0.000065
0.0430,2,0.005236,0.000065
0.0460,2,0.005236,0.000065
0.0490,2,0.005236,0.000065
0.0510,2,0.005236,0.000065
0.0540,2,0.005236,0.000065
0.0560,2,0.005236,0.000065
0.0590,2,0.005236,0.000065
0.0610,2,0.005236,0.000065
0.0630,2,0.005236,0.000065
0.0660,2,0.005236,0.000065
0.0680,2,0.005236,0.000065
0.0700,2,0.005236,0.000065
0.0730,2,0.005236,0.000065
0.0750,2,0.005236,0.000065
0.0770,2,0.005236,0.000065
0.0800,2,0.005236,0.000065
0.0820,2,0.005236,0.000065
0.0850,2,0.005236,0.000065
0.0870,2,0.005236,0.000065
0.0890,2,0.005236,0.000065
0.0930,2,0.005236,0.000065
0.0950,2,0.005236,0.000065
0.0970,2,0.005236,0.000065
0.1000,2,0.005236,0.000065
0.1020,2,0.005236,0.000065
0.1040,2,0.005236,0.000065
0.1070,2,0.005236,0.000065
0.1090,2,0.005236,0.000065
0.1120,2,0.005236,0.000065
0.1140,2,0.005236,0.000065
0.1160,2,0.005236,0.000065
0.1190,2,0.005236,0.000065
0.1210,2,0.005236,0.000065
0.1230,2,0.005236,0.000065
0.1260,2,0.005236,0.000065
0.1280,2,0.005236,0.000065
0.1310,2,0.005236,0.000065
0.1330,2,0.005236,0.000065
0.1360,2,0.005236,0.000065
0.1390,2,0.005236,0.000065
0.1410,2,0.005236,0.000065
0.1430,2,0.005236,0.000065
0.1460,2,0.005236,0.000065
0.1480,2,0.005236,0.000065
0.1500,2,0.005236,0.000065
0.1530,2,0.005236,0.000065
0.1550,2,0.005236,0.000065
0.1570,2,0.005236,0.000065
0.1600,2,0.005236,0.000065
0.1620,2,0.005236,0.000065
0.1640,2,0.005236,0.000065
0.1670,2,0.005236,0.000065
0.1690,2,0.005236,0.000065
0.1710,2,0.005236,0.000065
0.1740,2,0.005236,0.000065
0.1770,2,0.005236,0.000065
0.1790,2,0.005236,0.000065
0.1820,2,0.005236,0.000065
0.1840,2,0.005236,0.000065
0.1870,2,0.005236,0.000065
0.1890,2,0.005236,0.000065
0.1910,2,0.005236,0.000065
0.1940,2,0.005236,0.000065
0.1960,2,0.005236,0.000065
0.1980,2,0.005236,0.000065
0.2010,2,0.005236,0.000065
0.2030,2,0.005236,0.000065
0.2050,2,0.005236,0.000065
0.2080,2,0.005236,0.000065
0.2100,2,0.005236,0.000065
0.2120,2,0.005236,0.000065
0.2150,2,0.005236,0.000065
0.2170,2,0.005236,0.000065
0.2200,2,0.005236,0.000065
0.2230,2,0.005236,0.000065
0.2250,2,0.005236,0.000065
0.2270,2,0.005236,0.000065
0.2300,2,0.005236,0.000065
0.2320,2,0.005236,0.000065
0.2340,2,0.005236,0.000065
0.2370,2,0.005236,0.000065
0.2390,2,0.005236,0.000065
0.2410,2,0.005236,0.000065
0.2440,2,0.005236,0.000065
0.2460,2,0.005236,0.000065
0.2480,2,0.005236,0.000065
0.2510,2,0.005236,0.000065
0.2530,2,0.005236,0.000065
0.2550,2,0.005236,0.000065
0.2580,2,0.005236,0.000065
0.2600,2,0.005236,0.000065
0.2630,2,0.005236,0.000065
0.2660,2,0.005236,0.000065
0.2680,2,0.005236,0.000065
0.2710,2,0.005236,0.000065
0.2730,2,0.005236,0.000065
0.2750,2,0.005236,0.000065
0.2780,2,0.005236,0.000065
0.2800,2,0.005236,0.000065
0.2820,2,0.005236,0.000065
0.2850,2,0.005236,0.000065
0.2870,2,0.005236,0.000065
0.2890,2,0.005236,0.000065
0.2920,2,0.005236,0.000065
0.2940,2,0.005236,0.000065
0.2960,2,0.005236,0.000065
0.2990,2,0.005236,0.000065
0.3010,2,0.005236,0.000065
0.3030,2,0.005236,0.000065
0.3070,2,0.005236,0.000065
0.3090,2,0.005236,0.000065
0.3110,2,0.005236,0.000065
0.3140,2,0.005236,0.000065
0.3160,2,0.005236,0.000065
0.3180,2,0.005236,0.000065
0.3210,2,0.005236,0.000065
0.3230,2,0.005236,0.000065
0.3250,2,0.005236,0.000065
0.3280,2,0.005236,0.000065
0.3300,2,0.005236,0.000065
0.3320,2,0.005236,0.000065
0.3350,2,0.005236,0.000065
0.3370,2,0.005236,0.000065
0.3400,2,0.005236,0.000065
0.3420,2,0.005236,0.000065
0.3440,2,0.005236,0.000065
0.3480,2,0.005236,0.000065
0.3500,2,0.005236,0.000065
0.3520,2,0.005236,0.000065
0.3550,2,0.005236,0.000065
0.3570,2,0.005236,0.000065
0.3590,2,0.005236,0.000065
0.3620,2,0.005236,0.000065
0.3640,2,0.005236,0.000065
0.3660,2,0.005236,0.000065
0.3690,2,0.005236,0.000065
0.3710,2,0.005236,0.000065
0.3730,2,0.005236,0.000065
0.3760,2,0.005236,0.000065
0.3780,2,0.005236,0.000065
0.3800,2,0.005236,0.000065
0.3830,2,0.005236,0.000065
0.3850,2,0.005236,0.000065
0.3870,2,0.005236,0.000065
0.3910,2,0.005236,0.000065
0.3930,2,0.005236,0.000065
0.3950,2,0.005236,0.000065
0.3980,2,0.005236,0.000065
0.4000,2,0.005236,0.000065
0.4030,2,0.005236,0.000065
0.4050,2,0.005236,0.000065
0.4070,2,0.005236,0.000065
0.4100,2,0.005236,0.000065
0.4120,2,0.005236,0.000065
0.4140,2,0.005236,0.000065
0.4170,2,0.005236,0.000065
0.4190,2,0.005236,0.000065
0.4210,2,0.005236,0.000065
0.4240,2,0.005236,0.000065
0.4260,2,0.005236,0.000065
0.4280,2,0.005236,0.000065
0.4310,2,0.005236,0.000065
0.4340,2,0.005236,0.000065
0.4360,2,0.005236,0.000065
0.4390,2,0.005236,0.000065
0.4410,2,0.005236,0.000065
0.4430,2,0.005236,0.000065
0.4460,2,0.005236,0.000065
0.4480,2,0.005236,0.000065
0.4500,2,0.005236,0.000065
0.4530,2,0.005236,0.000065
0.4550,2,0.005236,0.000065
0.4570,2,0.005236,0.000065
0.4600,2,0.005236,0.000065
0.4620,2,0.005236,0.000065
0.4640,2,0.005236,0.000065
0.4670,2,0.005236,0.000065
0.4690,2,0.005236,0.000065
0.4720,2,0.005236,0.000065
0.4740,2,0.005236,0.000065
0.4770,2,0.005236,0.000065
0.4800,2,0.005236,0.000065
0.4820,2,0.005236,0.000065
0.4840,2,0.005236,0.000065
0.4870,2,0.005236,0.000065
0.4890,2,0.005236,0.000065
0.4910,2,0.005236,0.000065
0.4940,2,0.005236,0.000065
0.4960,2,0.005236,0.000065
0.4980,2,0.005236,0.000065
0.5010,2,0.005236,0.000065
0.5030,2,0.005236,0.000065
0.5050,2,0.005236,0.000065
0.5080,2,0.005236,0.000065
0.5100,2,0.005236,0.000065
0.5120,2,0.005236,0.000065
0.5150,2,0.005236,0.000065
0.5170,2,0.005236,0.000065
0.5200,2,0.005236,0.000065
0.5230,2,0.005236,0.000065
0.5250,2,0.005236,0.000065
0.5270,2,0.005236,0.000065
0.5300,2,0.005236,0.000065
0.5320,2,0.005236,0.000065
0.5340,2,0.005236,0.000065
0.5370,2,0.005236,0.000065
0.5390,2,0.005236,0.000065
0.5420,2,0.005236,0.000065
0.5440,2,0.005236,0.000065
0.5460,2,0.005236,0.000065
0.5490,2,0.005236,0.000065
0.5510,2,0.005236,0.000065
0.5530,2,0.005236,0.000065
0.5560,2,0.005236,0.000065
0.5580,2,0.005236,0.000065
0.5610,2,0.005236,0.000065
0.5640,2,0.005236,0.000065
0.5660,2,0.005236,0.000065
0.5680,2,0.005236,0.000065
0.5710,2,0.005236,0.000065
0.5730,2,0.005236,0.000065
0.5750,2,0.005236,0.000065
0.5780,2,0.005236,0.000065
0.5800,2,0.005236,0.000065
0.5820,2,0.005236,0.000065
0.5850,2,0.005236,0.000065
0.5870,2,0.005236,0.000065
0.5890,2,0.005236,0.000065
0.5920,2,0.005236,0.000065
0.5940,2,0.005236,0.000065
0.5960,2,0.005236,0.000065
0.5990,2,0.005236,0.000065
0.6010,2,0.005236,0.000065
0.6050,2,0.005236,0.000065
0.6070,2,0.005236,0.000065
0.6090,2,0.005236,0.000065
0.6120,2,0.005236,0.000065
0.6140,2,0.005236,0.000065
0.6160,2,0.005236,0.000065
0.6190,2,0.005236,0.000065
0.6210,2,0.005236,0.000065
0.6230,2,0.005236,0.000065
0.6260,2,0.005236,0.000065
0.6280,2,0.005236,0.000065
0.6310,2,0.005236,0.000065
0.6410,2,0.005236,0.000065
0.6510,2,0.005236,0.000065
0.6610,2,0.005236,0.000065
0.6710,2,0.005236,0.000065
0.6810,2,0.005236,0.000065
0.6910,2,0.005236,0.000065
0.7010,2,0.005236,0.000065
0.7110,2,0.005236,0.000065
0.7210,2,0.005236,0.000065
0.7320,2,0.005236,0.000065
0.7410,2,0.005236,0.000065
0.7510,2,0.005236,0.000065
0.7610,2,0.005236,0.000065
0.7710,2,0.005236,0.000065
0.7810,2,0.005236,0.000065
0.7910,2,0.005236,0.000065
0.8010,2,0.005236,0.000065
0.8110,2,0.005236,0.000065
0.8210,2,0.005236,0.000065
0.8310,2,0.005236,0.000065
0.8410,2,0.005236,0.000065
