t_s,count,theta_rad,x_m
0.0000,-7,-0.018326,-0.000229
0.0020,-7,-0.018326,-0.000229
0.0050,-7,-0.018326,-0.000229
0.0080,-7,-0.018326,-0.000229
0.0100,-7,-0.018326,-0.000229
0.0130,-7,-0.018326,-0.000229
0.0150,-7,-0.018326,-0.000229
0.0180,-7,-0.018326,-0.000229
0.0200,-7,-0.018326,-0.000229
0.0220,-7,-0.018326,-0.000229
0.0250,-7,-0.018326,-0.000229
0.0270,-7,-0.018326,-0.000229
0.0300,-7,-0.018326,-0.000229
0.0320,-7,-0.018326,-0.000229
0.0340,-7,-0.018326,-0.000229
0.0370,-7,-0.018326,-0.000229
0.0390,-7,-0.018326,-0.000229
0.0420,-7,-0.018326,-0.000229
0.0440,-7,-0.018326,-0.000229
0.0470,-7,-0.018326,-0.000229
0.0500,-7,-0.018326,-0.000229
0.0530,-8,-0.020944,-0.000262
0.0560,-8,-0.020944,-0.000262
0.0580,-8,-0.020944,-0.000262
0.0610,-8,-0.020944,-0.000262
0.0630,-8,-0.020944,-0.000262
0.0660,-8,-0.020944,-0.000262
0.0680,-8,-0.020944,-0.000262
0.0710,-8,-0.020944,-0.000262
0.0740,-8,-0.020944,-0.000262
0.0760,-8,-0.020944,-0.000262
0.0790,-8,-0.020944,-0.000262
0.0810,-8,-0.020944,-0.000262
0.0840,-8,-0.020944,-0.000262
0.0870,-8,-0.020944,-0.000262
0.0890,-8,-0.020944,-0.000262
0.0930,-8,-0.020944,-0.000262
0.0950,-8,-0.020944,-0.000262
0.0980,-8,-0.020944,-0.000262
0.1000,-8,-0.020944,-0.000262
0.1030,-8,-0.020944,-0.000262
0.1060,-8,-0.020944,-0.000262
0.1080,-8,-0.020944,-0.000262
0.1110,-8,-0.020944,-0.000262
0.1130,-8,-0.020944,-0.000262
0.1160,-8,-0.020944,-0.000262
0.1180,-8,-0.020944,-0.000262
0.1210,-8,-0.020944,-0.000262
0.1240,-8,-0.020944,-0.000262
0.1260,-8,-0.020944,-0.000262
0.1290,-8,-0.020944,-0.000262
0.1310,-8,-0.020944,-0.000262
0.1350,-8,-0.020944,-0.000262
0.1370,-8,-0.020944,-0.000262
0.1400,-8,-0.020944,-0.000262
0.1430,-8,-0.020944,-0.000262
0.1450,-8,-0.020944,-0.000262
0.1480,-8,-0.020944,-0.000262
0.1500,-8,-0.020944,-0.000262
0.1530,-8,-0.020944,-0.000262
0.1550,-8,-0.020944,-0.000262
0.1580,-8,-0.020944,-0.000262
0.1610,-8,-0.020944,-0.000262
0.1630,-8,-0.020944,-0.000262
0.1660,-8,-0.020944,-0.000262
0.1680,-8,-0.020944,-0.000262
0.1710,-8,-0.020944,-0.000262
0.1730,-8,-0.020944,-0.000262
0.1770,-8,-0.020944,-0.000262
0.1800,-8,-0.020944,-0.000262
0.1820,-8,-0.020944,-0.000262
0.1850,-8,-0.020944,-0.000262
0.1870,-8,-0.020944,-0.000262
0.1900,-8,-0.020944,-0.000262
0.1920,-8,-0.020944,-0.000262
0.1950,-8,-0.020944,-0.000262
0.1980,-8,-0.020944,-0.000262
0.2000,-8,-0.020944,-0.000262
0.2030,-8,-0.020944,-0.000262
0.2050,-8,-0.020944,-0.000262
0.2080,-8,-0.020944,-0.000262
0.2100,-8,-0.020944,-0.000262
0.2130,-8,-0.020944,-0.000262
0.2160,-8,-0.020944,-0.000262
0.2180,-8,-0.020944,-0.000262
0.2220,-8,-0.020944,-0.000262
0.2240,-8,-0.020944,-0.000262
0.2270,-8,-0.020944,-0.000262
0.2290,-8,-0.020944,-0.000262
0.2320,-8,-0.020944,-0.000262
0.2350,-8,-0.020944,-0.000262
0.2370,-8,-0.020944,-0.000262
0.2400,-8,-0.020944,-0.000262
0.2420,-8,-0.020944,-0.000262
0.2450,-8,-0.020944,-0.000262
0.2470,-8,-0.020944,-0.000262
0.2500,-8,-0.020944,-0.000262
0.2530,-8,-0.020944,-0.000262
0.2550,-8,-0.020944,-0.000262
0.2580,-8,-0.020944,-0.000262
0.2600,-8,-0.020944,-0.000262
0.2640,-8,-0.020944,-0.000262
0.2660,-8,-0.020944,-0.000262
0.2690,-8,-0.020944,-0.000262
0.2720,-8,-0.020944,-0.000262
0.2740,-8,-0.020944,-0.000262
0.2770,-8,-0.020944,-0.000262
0.2790,-8,-0.020944,-0.000262
0.2820,-8,-0.020944,-0.000262
0.2840,-8,-0.020944,-0.000262
0.2870,-8,-0.020944,-0.000262
0.2900,-8,-0.020944,-0.000262
0.2920,-8,-0.020944,-0.000262
0.2950,-8,-0.020944,-0.000262
0.2970,-8,-0.020944,-0.000262
0.3000,-8,-0.020944,-0.000262
0.3030,-8,-0.020944,-0.000262
0.3060,-8,-0.020944,-0.000262
0.3090,-8,-0.020944,-0.000262
0.3110,-8,-0.020944,-0.000262
0.3140,-8,-0.020944,-0.000262
0.3160,-8,-0.020944,-0.000262
0.3190,-8,-0.020944,-0.000262
